"Version1","Version1.4","Version2.1","Version3.1","UniProt","PANTHER"
"Sb09g000790","Sb09g000790","Sobic.009G006500","Sobic.009G006500","C5YY34","PTHR31218"
"Sb09g000930","Sb09g000930","Sobic.009G008300","Sobic.009G008300","C5YYE1","PTHR31972"
"Sb09g000960","Sb09g000960","Sobic.009G008800","Sobic.009G008800","C5YYE4","PTHR12411"
"Sb09g001280","Sb09g001280","Sobic.009G012800","Sobic.009G012800","C5YYI2","PTHR10898"
"Sb09g001430","Sb09g001430","Sobic.009G014700","Sobic.009G014700","C5YYK3","PTHR32411"
"Sb09g001440","Sb09g001440","Sobic.009G015000","Sobic.009G015000","C5X378","PTHR34565"
"Sb09g001520","Sb09g001520","Sobic.009G015900","Sobic.009G015900","C5YYL4","PTHR23430"
"Sb09g001530","Sb09g001530","Sobic.009G016000","Sobic.009G016000","C5YYL5","PTHR10286"
"Sb09g001610","Sb09g001610","Sobic.009G016800","Sobic.009G016800","C5YYM3","PTHR33431"
"Sb09g001630","Sb09g001630","Sobic.009G017000","Sobic.009G017000","C5YYM5","PTHR33103"
"Sb09g001680","Sb09g001680","Sobic.009G017600","Sobic.009G017600","C5YYX1","PTHR31189"
"Sb09g001990","Sb09g001990","Sobic.009G023600","Sobic.009G023600","C5YZ11","PTHR30028"
"Sb09g002030","Sb09g002030","Sobic.009G024100","Sobic.009G024100","C5YZ16","PTHR24115"
"Sb09g002140","Sb09g002140","Sobic.009G025400","Sobic.009G025400","C5YZ29","PTHR34224"
"Sb09g002170","Sb09g002170","Sobic.009G025700","null","C5YZ32","PTHR35136"
"Sb09g002240","Sb09g002240","Sobic.009G026800","null","C5YZ42","PTHR27007"
"Sb09g002560","Sb09g002560","null","Sobic.009G030701","C5YZG7","PTHR31549"
"Sb09g002580","Sb09g002580","Sobic.009G030900","Sobic.009G030900","C5YZG9","PTHR15852"
"Sb09g002740","Sb09g002740","Sobic.009G032600","Sobic.009G032600","C5YZI4","PTHR31235"
"Sb09g002810","Sb09g002810","Sobic.009G033300","null","C5YZJ1","PTHR31235"
"Sb09g002860","Sb09g002860","Sobic.009G033800","Sobic.009G033800","C5YZJ6",""
"Sb09g003010","Sb09g003010","Sobic.009G035300","Sobic.009G035300","C5YZL0","PTHR33181"
"Sb09g003040","Sb09g003040","Sobic.009G035900","Sobic.009G035900","C5YZL4","PTHR22595"
"Sb09g003090","Sb09g003090","Sobic.009G036400","Sobic.009G036400","C5YZL9","PTHR12565"
"Sb09g003100","Sb09g003100","Sobic.009G036500","Sobic.009G036500","C5YZM0","PTHR10641"
"Sb09g003110","Sb09g003110","Sobic.009G036700","Sobic.009G036700","C5YZM1","PTHR33333"
"Sb09g003270","Sb09g003270","Sobic.009G038800","Sobic.009G038800","C5YZN8","PTHR21206"
"Sb09g003460","Sb09g003460","Sobic.009G040900","Sobic.009G040900","C5Z001","PTHR12526"
"Sb09g003480","Sb09g003480","Sobic.009G041400","null","C5Z005",""
"Sb09g003520","Sb09g003520","Sobic.009G042000","Sobic.009G042000","C5Z010","PTHR23196"
"Sb09g003630","Sb09g003630","Sobic.009G043000","Sobic.009G043000","null",""
"Sb09g003900","Sb09g003900","Sobic.009G045600","Sobic.009G045600","C5Z050","PTHR22814"
"Sb09g004130","Sb09g004130","Sobic.009G048100","Sobic.009G048100","C5Z0G8","PTHR21493"
"Sb09g004180","Sb09g004180","Sobic.009G049200","Sobic.009G049200","C5Z0H7","PTHR19302"
"Sb09g004420","Sb09g004420","Sobic.009G052100","Sobic.009G052100","C5Z0K9","PTHR11588"
"Sb09g004430","Sb09g004430","Sobic.009G052200","Sobic.009G052200","C5Z0L0","PTHR22912"
"Sb09g004750","Sb09g004750","Sobic.009G056400","Sobic.009G056400","C5Z0Q1","PTHR32077"
"Sb09g004883","Sb09g004883","Sobic.009G057800","Sobic.009G057800","C5Z105","PTHR24412"
"Sb09g004900","Sb09g004900","Sobic.009G058100","Sobic.009G058100","C5Z108","PTHR23308"
"Sb09g004920","Sb09g004920","Sobic.009G058400","Sobic.009G058400","C5Z111","PTHR33052"
"Sb09g005100","Sb09g005100","Sobic.009G060700","Sobic.009G060700","C5Z131","PTHR27000"
"Sb09g005110","Sb09g005110","Sobic.009G060800","Sobic.009G060800","C5Z132","PTHR31589"
"Sb09g005120","Sb09g005120","Sobic.009G061000","Sobic.009G061000","C5Z134","PTHR31042"
"Sb09g005150","Sb09g005150","Sobic.009G061400","Sobic.009G061400","C5Z137","PTHR27000"
"Sb09g005280","Sb09g005280","Sobic.009G063400","udp-forming]","C5Z153","PTHR13301"
"Sb09g005360","Sb09g005360","Sobic.009G064300","Sobic.009G064300","C5Z161","PTHR11926"
"Sb09g005550","Sb09g005550","Sobic.009G066500","Sobic.009G066500","C5Z187","PTHR33059"
"Sb09g005560","Sb09g005560","Sobic.009G066600","Sobic.009G066600","C5YU65","PTHR36800"
"Sb09g005700","Sb09g005700","Sobic.009G068900","Sobic.009G068900","C5YU85","PTHR31221"
"Sb09g005930","Sb09g005930","Sobic.009G070500","Sobic.009G070500","C5YUB5","PTHR27000"
"Sb09g005960","Sb09g005960","Sobic.009G070700","Sobic.009G070700","C5YUB8","PTHR31284"
"Sb09g006010","Sb09g006010","Sobic.009G071300","Sobic.009G071300","C5YUC4","PTHR31284"
"Sb09g006080","Sb09g006080","Sobic.009G072400","Sobic.009G072400","C5YUD8","PTHR24223"
"Sb09g006120","Sb09g006120","Sobic.009G072800","Sobic.009G072800","C5YUE2","PTHR31238"
"Sb09g006280","Sb09g006280","Sobic.009G074500","Sobic.009G074500","C5YUL0","PTHR33265"
"Sb09g006370","Sb09g006370","Sobic.009G075600","Sobic.009G075600","C5YUM1","PTHR31832"
"Sb09g006400","Sb09g006400","Sobic.009G076200","Sobic.009G076200","C5YUM5","PTHR12210"
"Sb09g006430","Sb09g006430","Sobic.009G076800","Sobic.009G076800","C5YUN0","PTHR31161"
"Sb09g006590","Sb09g006590","Sobic.009G078900","Sobic.009G078900","C5YUP9","PTHR22835"
"Sb09g006600","Sb09g006600","Sobic.009G079000","Sobic.009G079000","C5YUQ0","PTHR22835"
"Sb09g006670","Sb09g006670","Sobic.009G079900","Sobic.009G079900","C5YUQ8","PTHR22298"
"Sb09g006900","Sb09g006900","Sobic.009G080300","Sobic.009G080300","C5YUR5","PTHR13136"
"Sb09g006930","Sb09g006930","Sobic.009G080600","Sobic.009G080600","C5YUR9","PTHR32285"
"Sb09g007150","Sb09g007150","Sobic.009G081400","Sobic.009G081400","C5YUS6","PTHR33374"
"Sb09g007210","Sb09g007210","Sobic.009G082300","Sobic.009G082300","C5YUT8","PTHR33057"
"Sb09g007290","Sb09g007290","Sobic.009G083100","Sobic.009G083100","C5YV36","PTHR33781"
"Sb09g007330","Sb09g007330","Sobic.009G083300","Sobic.009G083300","C5YV41","PTHR19241"
"Sb09g007420","Sb09g007420","Sobic.009G084100","Sobic.009G084100","C5YV52","PTHR24072"
"Sb09g007440","Sb09g007440","Sobic.009G084300","Sobic.009G084300","C5YV55","PTHR21234"
"Sb09g007650","Sb09g007650","Sobic.009G084500","Sobic.009G084500","C5YV58","PTHR16223"
"Sb09g007890","Sb09g007890","Sobic.009G085100","Sobic.009G085100","null",""
"Sb09g008010","Sb09g008010","Sobic.009G087000","Sobic.009G087000","C5YV76","PTHR11630"
"Sb09g008130","Sb09g008130","Sobic.009G088200","Sobic.009G088200","C5YV95","PTHR11132"
"Sb09g008170","Sb09g008170","Sobic.009G088700","Sobic.009G088700","C5YVA0","PTHR10551"
"Sb09g014430","Sb09g014430","Sobic.009G098100","Sobic.009G098100","C5YW53","PTHR11353"
"Sb09g014830","Sb09g014830","Sobic.009G098700","Sobic.009G098700","C5YW60","PTHR31945"
"Sb09g015930","Sb09g015930","Sobic.009G101100","Sobic.009G101100","C5YW82","PTHR23324"
"Sb09g016170","Sb09g016170","Sobic.009G101700","null","C5YW90","PTHR11278"
"Sb09g016210","Sb09g016210","Sobic.009G102100","Sobic.009G102100","C5YW96","PTHR31676"
"Sb09g016460","Sb09g016460","Sobic.009G102800","Sobic.009G102800","null",""
"Sb09g016570","Sb09g016570","Sobic.009G103900","Sobic.009G103900","C5YWC0","PTHR10641"
"Sb09g017140","Sb09g017140","Sobic.009G105600","Sobic.009G105600","C5YWN1","PTHR12884"
"Sb09g017150","Sb09g017150","Sobic.009G105700","Sobic.009G105700","C5YWN2","PTHR12884"
"Sb09g017570","Sb09g017570","Sobic.009G109000","Sobic.009G109000","C5YWR3","PTHR33702"
"Sb09g017855","Sb09g017855","Sobic.009G110100","Sobic.009G110100","C5YWS5",""
"Sb09g017970","Sb09g017970","Sobic.009G111400","Sobic.009G111400","C5YWU1","PTHR23309"
"Sb09g017980","Sb09g017980","Sobic.009G111500","Sobic.009G111500","C5YWU2","PTHR31676"
"Sb09g018150","Sb09g018150","Sobic.009G113700","Sobic.009G113700","C5YWW2","PTHR31235"
"Sb09g018260","Sb09g018260","Sobic.009G115300","Sobic.009G115300","C5YX49","PTHR33669"
"Sb09g018280","Sb09g018280","Sobic.009G115400","Sobic.009G115400","C5YX51","PTHR33669"
"Sb09g018610","Sb09g018610","Sobic.009G118400","Sobic.009G118400","C5YX95","PTHR24012"
"Sb09g018670","Sb09g018670","Sobic.009G118900","Sobic.009G118900","C5YXA2","PTHR31280"
"Sb09g018740","Sb09g018740","Sobic.009G119300","Sobic.009G119300","C5YXB1","PTHR11075"
"Sb09g018780","Sb09g018780","Sobic.009G119700","Sobic.009G119700","C5YXB5","PTHR23196"
"Sb09g018790","Sb09g018790","Sobic.009G119800","null","C5YXB6","PTHR23201"
"Sb09g018970","Sb09g018970","Sobic.009G121900","Sobic.009G121900","null",""
"Sb09g019040","Sb09g019040","Sobic.009G122600","Sobic.009G122600","C5YXE4","PTHR31604"
"Sb09g019080","Sb09g019080","Sobic.009G123000","Sobic.009G123000","C5YXE9","PTHR37216"
"Sb09g019100","Sb09g019100","Sobic.009G123300","Sobic.009G123300","C5YXF3","PTHR10366"
"Sb09g019240","Sb09g019240","Sobic.009G124800","Sobic.009G124800","C5YXH4","PTHR14155"
"Sb09g019300","Sb09g019300","Sobic.009G125500","Sobic.009G125500","C5YXI2","PTHR33155"
"Sb09g019350","Sb09g019350","Sobic.009G126000","Sobic.009G126000","C5YXI8","PTHR10066"
"Sb09g019480","Sb09g019480","Sobic.009G127500","Sobic.009G127500","C5YXK3","PTHR10357"
"Sb09g019487","null","Sobic.009G127700","Sobic.009G127700","C5YXK6","PTHR11843"
"Sb09g019660","Sb09g019660","Sobic.009G130100","Sobic.009G130100","C5YXM4","PTHR22595"
"Sb09g019680","Sb09g019680","Sobic.009G130300","Sobic.009G130300","C5YXM6","PTHR33294"
"Sb09g019840","Sb09g019840","Sobic.009G132000","Sobic.009G132000","C5YXP1","PTHR36359"
"Sb09g019930","Sb09g019930","Sobic.009G132900","Sobic.009G132900","null",""
"Sb09g020010","Sb09g020010","Sobic.009G134000","Sobic.009G134000","C5YXR5","PTHR27000"
"Sb09g020140","Sb09g020140","Sobic.009G135500","Sobic.009G135500","C5YXS7","PTHR11624"
"Sb09g020180","Sb09g020180","Sobic.009G136000","Sobic.009G136000","C5YXT1","PTHR19321"
"Sb09g020250","Sb09g020250","Sobic.009G136600","Sobic.009G136600","C5YXT9","PTHR11654"
"Sb09g020350","Sb09g020350","Sobic.009G137500","Sobic.009G137500","C5YXU8","PTHR11260"
"Sb09g020420","Sb09g020420","Sobic.009G138300","Sobic.009G138300","null",""
"Sb09g020520","Sb09g020520","Sobic.009G139700","null","C5YXW6",""
"Sb09g020630","Sb09g020630","Sobic.009G140900","Sobic.009G140900","C5YY55","PTHR34201"
"Sb09g020700","Sb09g020700","Sobic.009G141700","Sobic.009G141700","C5YY63","PTHR31358"
"Sb09g020830","Sb09g020830","Sobic.009G143200","Sobic.009G143200","C5YY75","PTHR21450"
"Sb09g020930","Sb09g020930","Sobic.009G144200","Sobic.009G144200","C5YY87","PTHR11183"
"Sb09g021010","Sb09g021010","Sobic.009G145000","Sobic.009G145000","C5YY97","PTHR13018"
"Sb09g021150","Sb09g021150","Sobic.009G146700","Sobic.009G146700","C5YYB2","PTHR31964"
"Sb09g021160","Sb09g021160","Sobic.009G146800","Sobic.009G146800","C5YYB3","PTHR10217"
"Sb09g021300","Sb09g021300","Sobic.009G148600","Sobic.009G148600","C5YYD0","PTHR12570"
"Sb09g021480","Sb09g021480","Sobic.009G150900","acyl carrier protein] dehydratase-like protein","C5YYP0","PTHR30272"
"Sb09g021490","Sb09g021490","Sobic.009G151000","Sobic.009G151000","C5YYP1","PTHR10795"
"Sb09g021510","Sb09g021510","Sobic.009G151100","Sobic.009G151100","C5YYP3","PTHR27001"
"Sb09g021610","Sb09g021610","Sobic.009G152600","Sobic.009G152600","C5YYQ6","PTHR10286"
"Sb09g021620","Sb09g021620","Sobic.009G152700","Sobic.009G152700","null",""
"Sb09g021700","Sb09g021700","Sobic.009G153500","Sobic.009G153500","C5YYR5","PTHR24177"
"Sb09g021720","Sb09g021720","Sobic.009G153700","Sobic.009G153700","C5YYR7","PTHR10625"
"Sb09g021760","Sb09g021760","Sobic.009G154100","Sobic.009G154100","C5YYS1","PTHR33177"
"Sb09g021870","Sb09g021870","Sobic.009G155300","Sobic.009G155300","C5YYT2","PTHR14233"
"Sb09g021980","Sb09g021980","Sobic.009G156500","Sobic.009G156500","C5YYU4","PTHR35102"
"Sb09g022370","Sb09g022370","Sobic.009G161100","Sobic.009G161100","C5YZ78","PTHR11732"
"Sb09g022460","Sb09g022460","Sobic.009G162300","Sobic.009G162300","C5YZ87","PTHR11709"
"Sb09g022480","Sb09g022480","Sobic.009G162500","Sobic.009G162500","C5YZ90","PTHR24298"
"Sb09g022500","Sb09g022500","Sobic.009G162700","Sobic.009G162700","C5YZ92","PTHR11062"
"Sb09g022520","Sb09g022520","Sobic.009G162900","Sobic.009G162900","C5YZ94","PTHR36375"
"Sb09g022560","Sb09g022560","Sobic.009G163700","Sobic.009G163700","C5YZA0","PTHR32382"
"Sb09g022610","Sb09g022610","Sobic.009G164200","Sobic.009G164200","C5YZA2","PTHR23428"
"Sb09g022710","Sb09g022710","Sobic.009G165100","Sobic.009G165100","C5YZB1","PTHR33548"
"Sb09g022730","Sb09g022730","Sobic.009G165300","Sobic.009G165300","C5YZB3","PTHR33312"
"Sb09g022840","Sb09g022840","Sobic.009G166500","Sobic.009G166500","C5WV32","PTHR11652"
"Sb09g022860","Sb09g022860","Sobic.009G166700","Sobic.009G166700","C5YZC5",""
"Sb09g022920","Sb09g022920","Sobic.009G167500","Sobic.009G167500","C5WTL6","PTHR10484"
"Sb09g023160","Sb09g023160","Sobic.009G170500","Sobic.009G170500","C5YZP6","PTHR11040"
"Sb09g023310","Sb09g023310","Sobic.009G172500","Sobic.009G172500","C5YZR0","PTHR11986"
"Sb09g023365","Sb09g023365","Sobic.009G173100","Sobic.009G173100","C5YZR6","PTHR24347"
"Sb09g023370","Sb09g023370","Sobic.009G173200","Sobic.009G173200","C5YZR7","PTHR33109"
"Sb09g023440","Sb09g023440","Sobic.009G173700","Sobic.009G173700","C5YZS5","PTHR31867"
"Sb09g023530","Sb09g023530","Sobic.009G174700","null","C5YZT6","PTHR11584"
"Sb09g023570","Sb09g023570","Sobic.009G175100","Sobic.009G175100","C5YZU1","PTHR27008"
"Sb09g023710","Sb09g023710","Sobic.009G176700","Sobic.009G176700","C5YZV4","PTHR31789"
"Sb09g023720","Sb09g023720","Sobic.009G176800","Sobic.009G176800","C5YZV5","PTHR31087"
"Sb09g024140","Sb09g024140","Sobic.009G181200","Sobic.009G181200","C5Z094","PTHR27002"
"Sb09g024340","Sb09g024340","Sobic.009G183700","Sobic.009G183700","C5Z0B5","PTHR11406"
"Sb09g024390","Sb09g024390","Sobic.009G184200","Sobic.009G184200","C5Z0C0","PTHR18937"
"Sb09g024580","Sb09g024580","Sobic.009G186500","Sobic.009G186500","C5Z0E3","PTHR31235"
"Sb09g024590","Sb09g024590","Sobic.009G186600","Sobic.009G186600","C5Z0E4","PTHR31235"
"Sb09g024640","Sb09g024640","Sobic.009G187000","Sobic.009G187000","C5Z0F0","PTHR11926"
"Sb09g024650","Sb09g024650","Sobic.009G187100","Sobic.009G187100","C5Z0F1","PTHR36365"
"Sb09g024730","Sb09g024730","Sobic.009G188000","Sobic.009G188000","null",""
"Sb09g024810","Sb09g024810","Sobic.009G189200","Sobic.009G189200","C5Z0Q8","PTHR10687"
"Sb09g024920","Sb09g024920","Sobic.009G190400","Sobic.009G190400","C5Z0S0","PTHR34124"
"Sb09g025070","Sb09g025070","Sobic.009G191800","Sobic.009G191800","null",""
"Sb09g025150","Sb09g025150","Sobic.009G192700","Sobic.009G192700","C5Z0U2","PTHR13763"
"Sb09g025330","Sb09g025330","Sobic.009G194900","Sobic.009G194900","C5Z0W2","PTHR32227"
"Sb09g025340","Sb09g025340","Sobic.009G195000","Sobic.009G195000","C5Z0W3","PTHR31072"
"Sb09g025390","Sb09g025390","Sobic.009G195500","Sobic.009G195500","C5Z0W7","PTHR10994"
"Sb09g025450","Sb09g025450","Sobic.009G196100","Sobic.009G196100","C5Z0X3","PTHR31089"
"Sb09g025500","Sb09g025500","Sobic.009G196900","Sobic.009G196900","C5Z0X8","PTHR31384"
"Sb09g025510","Sb09g025510","Sobic.009G197000","Sobic.009G197000","C5Z0X9","PTHR11746"
"Sb09g025530","Sb09g025530","Sobic.009G197400","Sobic.009G197400","C5Z0Y1","PTHR11746"
"Sb09g025640","Sb09g025640","Sobic.009G198700","Sobic.009G198700","C5Z0Z5","PTHR24073"
"Sb09g025650","Sb09g025650","Sobic.009G198800","Sobic.009G198800","C5Z0Z6","PTHR33057"
"Sb09g025770","Sb09g025770","Sobic.009G200000","Sobic.009G200000","C5Z198","PTHR36892"
"Sb09g025780","Sb09g025780","Sobic.009G200100","Sobic.009G200100","C5Z199","PTHR22835"
"Sb09g025920","Sb09g025920","Sobic.009G201700","Sobic.009G201700","C5Z1B6","PTHR13872"
"Sb09g026060","Sb09g026060","Sobic.009G203200","Sobic.009G203200","C5Z1D0","PTHR31321"
"Sb09g026070","Sb09g026070","Sobic.009G203400","Sobic.009G203400","C5Z1D2","PTHR32295"
"Sb09g026100","Sb09g026100","Sobic.009G203700","Sobic.009G203700","C5Z1D5","PTHR31734"
"Sb09g026270","Sb09g026270","Sobic.009G205900","Sobic.009G205900","C5Z1F5","PTHR11926"
"Sb09g026350","Sb09g026350","Sobic.009G206800","Sobic.009G206800","C5Z1G4","PTHR31221"
"Sb09g026410","Sb09g026410","Sobic.009G207600","Sobic.009G207600","C5Z1H0",""
"Sb09g026490","Sb09g026490","Sobic.009G208500","Sobic.009G208500","C5Z1H8","PTHR33083"
"Sb09g026500","Sb09g026500","Sobic.009G208600","Sobic.009G208600","C5Z1H9","PTHR33470"
"Sb09g026510","Sb09g026510","Sobic.009G208700","Sobic.009G208700","C5YUF6","PTHR33470"
"Sb09g026530","Sb09g026530","Sobic.009G208900","Sobic.009G208900","C5YUF8","PTHR37238"
"Sb09g026655","Sb09g026655","Sobic.009G210400","Sobic.009G210400","C5YUH1","PTHR22814"
"Sb09g026740","Sb09g026740","Sobic.009G211800","Sobic.009G211800","C5YUI3","PTHR11926"
"Sb09g026830","Sb09g026830","Sobic.009G212800","Sobic.009G212800","C5YUJ2","PTHR31221"
"Sb09g027010","Sb09g027010","Sobic.009G214500","Sobic.009G214500","C5YUV0","PTHR32295"
"Sb09g027050","Sb09g027050","Sobic.009G215000","Sobic.009G215000","C5YUV6",""
"Sb09g027100","Sb09g027100","Sobic.009G215600","Sobic.009G215600","C5YUW0","PTHR34467"
"Sb09g027160","Sb09g027160","Sobic.009G216300","Sobic.009G216300","C5YUW5","PTHR31375"
"Sb09g027190","Sb09g027190","Sobic.009G216800","Sobic.009G216800","C5YUX0","PTHR11525"
"Sb09g027200","Sb09g027200","Sobic.009G216900","Sobic.009G216900","C5YUX1","PTHR10641"
"Sb09g027360","Sb09g027360","Sobic.009G218900","Sobic.009G218900","C5YUY7","PTHR10108"
"Sb09g027540","Sb09g027540","Sobic.009G221500","Sobic.009G221500","C5YV08","PTHR10165"
"Sb09g027580","Sb09g027580","Sobic.009G221800","Sobic.009G221800","C5YV12","PTHR10994"
"Sb09g027590","Sb09g027590","Sobic.009G221900","Sobic.009G221900","C5YV13","PTHR33214"
"Sb09g027870","Sb09g027870","Sobic.009G225500","Sobic.009G225500","C5YVD2","PTHR10257"
"Sb09g027990","Sb09g027990","Sobic.009G226900","Sobic.009G226900","C5YVE8","PTHR23130"
"Sb09g028040","Sb09g028040","Sobic.009G227400","Sobic.009G227400","C5XVB4",""
"Sb09g028060","Sb09g028060","Sobic.009G227600","Sobic.009G227600","C5YVF6","PTHR13683"
"Sb09g028320","Sb09g028320","Sobic.009G230400","Sobic.009G230400","null",""
"Sb09g028420","Sb09g028420","Sobic.009G231500","Sobic.009G231500","C5YVJ1","PTHR31621"
"Sb09g028430","Sb09g028430","Sobic.009G231600","Sobic.009G231600","C5YVJ2","PTHR31079"
"Sb09g028450","Sb09g028450","Sobic.009G231800","Sobic.009G231800","C5YVJ4","PTHR31384"
"Sb09g028490","Sb09g028490","Sobic.009G232200","Sobic.009G232200","C5YVJ8","PTHR32077"
"Sb09g028562","Sb09g028562","Sobic.009G233000","Sobic.009G233000","C5YVK6","PTHR24326"
"Sb09g028820","Sb09g028820","Sobic.009G235700","Sobic.009G235700","C5YVX4","PTHR23500"
"Sb09g028870","Sb09g028870","Sobic.009G236200","null","C5YVY0","PTHR27007"
"Sb09g028880","Sb09g028880","Sobic.009G236300","Sobic.009G236300","C5YVY1","PTHR27007"
"Sb09g028910","Sb09g028910","Sobic.009G236600","Sobic.009G236600","C5YVY4","PTHR33264"
"Sb09g029020","Sb09g029020","Sobic.009G237900","Sobic.009G237900","C5YVZ6","PTHR33021"
"Sb09g029200","Sb09g029200","Sobic.009G240300","Sobic.009G240300","C5YW16","PTHR31342"
"Sb09g029370","Sb09g029370","Sobic.009G242200","Sobic.009G242200","C5YW36","PTHR24055"
"Sb09g029390","Sb09g029390","Sobic.009G242300","Sobic.009G242300","C5YW38","PTHR21141"
"Sb09g029410","Sb09g029410","null","Sobic.009G242501","C5YW40","PTHR31696"
"Sb09g029575","Sb09g029575","Sobic.009G244600","Sobic.009G244600","C5YWE8",""
"Sb09g029600","Sb09g029600","Sobic.009G244900","Sobic.009G244900","C5YWF1","PTHR10108"
"Sb09g029610","Sb09g029610","Sobic.009G245000","null","C5YWF2","PTHR22572"
"Sb09g029660","Sb09g029660","Sobic.009G245700","Sobic.009G245700","C5YWG0","PTHR33640"
"Sb09g029710","Sb09g029710","Sobic.009G246200","Sobic.009G246200","C5YWG5","PTHR33321"
"Sb09g029730","Sb09g029730","Sobic.009G246400","Sobic.009G246400","C5YWG7","PTHR12001"
"Sb09g029790","Sb09g029790","Sobic.009G247100","Sobic.009G247100","C5YWH3","PTHR11802"
"Sb09g029940","Sb09g029940","Sobic.009G248900","Sobic.009G248900","C5YWJ4","PTHR10460"
"Sb09g030070","Sb09g030070","Sobic.009G250100","Sobic.009G250100","C5YWK9","PTHR31105"
"Sb09g030140","Sb09g030140","Sobic.009G250800","Sobic.009G250800","C5YWL7","PTHR31339"
"Sb09g030170","Sb09g030170","Sobic.009G251100","null","C5YWM0","PTHR22904"
"Sb09g030240","Sb09g030240","Sobic.009G251700","Sobic.009G251700","C5YWM7","PTHR37394"
"Sb09g030250","Sb09g030250","Sobic.009G251800","Sobic.009G251800","C5YWM8","PTHR27008"
"Sb09g030440","Sb09g030440","Sobic.009G254000","Sobic.009G254000","C5YWY8","PTHR27001"
"Sb09g030450","Sb09g030450","Sobic.009G254100","Sobic.009G254100","C5YWY9","PTHR18934"
"Sb09g030470","Sb09g030470","Sobic.009G254400","Sobic.009G254400","C5YWZ1","PTHR27000"
"Sb09g030480","Sb09g030480","Sobic.009G254500","Sobic.009G254500","C5YWZ2","PTHR27001"
"Sb09g030760","Sb09g030760","Sobic.009G257900","Sobic.009G257900","C5YX22","PTHR34677"
"Sb08g000390","Sb08g000390","Sobic.008G002400","Sobic.008G002400","C5YQ04","PTHR11638"
"Sb08g000430","Sb08g000430","Sobic.008G002800","Sobic.008G002800","C5YQ09","PTHR32100"
"Sb08g000460","Sb08g000460","Sobic.008G003200","Sobic.008G003200","C5YQ12","PTHR32100"
"Sb08g000500","Sb08g000500","Sobic.008G004100","null","C5YQ18","PTHR32523"
"Sb08g000570","Sb08g000570","Sobic.008G004900","Sobic.008G004900","C5YQ27","PTHR37176"
"Sb08g000580","Sb08g000580","Sobic.008G005100","Sobic.008G005100","C5YQ29","PTHR32285"
"Sb08g000600","Sb08g000600","Sobic.008G005300","null","C5YQ31","PTHR11751"
"Sb08g000680","Sb08g000680","Sobic.008G006300","Sobic.008G006300","C5YQ40","PTHR19317"
"Sb08g000710","Sb08g000710","Sobic.008G006800","Sobic.008G006800","C5YQ45","PTHR27008"
"Sb08g001000","Sb08g001000","Sobic.008G010600","Sobic.008G010600","C5YQ76","PTHR16007"
"Sb08g001140","Sb08g001140","Sobic.008G012300","Sobic.008G012300","C5YQI5","PTHR26402"
"Sb08g001240","Sb08g001240","Sobic.008G013800","Sobic.008G013800","C5YQK1","PTHR27007"
"Sb08g001250","Sb08g001250","Sobic.008G014000","Sobic.008G014000","C5YQK3","PTHR11746"
"Sb08g001265","null","Sobic.008G014200","Sobic.008G014200","C5YQK5","PTHR24298"
"Sb08g001300","Sb08g001300","Sobic.008G014700","Sobic.008G014700","C5YQL0","PTHR11132"
"Sb08g001410","Sb08g001410","Sobic.008G016000","Sobic.008G016000","C5YQM1","PTHR23504"
