GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0032774	P	RNA biosynthetic process	108	982	1122	15420	3e-05	0.0015	// Sobic.010G045700 // Sobic.006G120301 // Sobic.005G049000 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.009G230000 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.003G062200 // Sobic.010G016500 // Sobic.002G394400 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.003G145400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.003G302466 // Sobic.009G238200 // Sobic.004G088200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.009G028300 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0051171	P	regulation of nitrogen compound metabolic process	101	982	1034	15420	3.3e-05	0.0015	// Sobic.010G045700 // Sobic.006G120301 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.010G016500 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.009G238200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.004G166400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0009889	P	regulation of biosynthetic process	100	982	1025	15420	3.8e-05	0.0016	// Sobic.010G045700 // Sobic.006G120301 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.010G016500 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.009G238200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0010556	P	regulation of macromolecule biosynthetic process	100	982	1025	15420	3.8e-05	0.0016	// Sobic.010G045700 // Sobic.006G120301 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.010G016500 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.009G238200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0031326	P	regulation of cellular biosynthetic process	100	982	1025	15420	3.8e-05	0.0016	// Sobic.010G045700 // Sobic.006G120301 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.010G016500 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.009G238200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:2000112	P	regulation of cellular macromolecule biosynthetic process	100	982	1025	15420	3.8e-05	0.0016	// Sobic.010G045700 // Sobic.006G120301 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.010G016500 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.009G238200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0080090	P	regulation of primary metabolic process	101	982	1047	15420	5.1e-05	0.002	// Sobic.010G045700 // Sobic.006G120301 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.010G016500 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.009G238200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.004G166400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0009167	P	purine ribonucleoside monophosphate metabolic process	18	982	88	15420	5.4e-05	0.002	// Sobic.001G392500 // Sobic.010G041400 // Sobic.003G393900 // Sobic.001G071800 // Sobic.001G098800 // Sobic.007G101800 // Sobic.009G204601 // Sobic.003G130800 // Sobic.004G055200 // Sobic.009G071800 // Sobic.002G026300 // Sobic.008G033600 // Sobic.004G146000 // Sobic.010G101600 // Sobic.005G034400 // Sobic.010G221800 // Sobic.006G267200 // Sobic.004G234100 
GO:0009161	P	ribonucleoside monophosphate metabolic process	18	982	88	15420	5.4e-05	0.002	// Sobic.001G392500 // Sobic.010G041400 // Sobic.003G393900 // Sobic.001G071800 // Sobic.001G098800 // Sobic.007G101800 // Sobic.009G204601 // Sobic.003G130800 // Sobic.004G055200 // Sobic.009G071800 // Sobic.002G026300 // Sobic.008G033600 // Sobic.004G146000 // Sobic.010G101600 // Sobic.005G034400 // Sobic.010G221800 // Sobic.006G267200 // Sobic.004G234100 
GO:0009126	P	purine nucleoside monophosphate metabolic process	18	982	88	15420	5.4e-05	0.002	// Sobic.001G392500 // Sobic.010G041400 // Sobic.003G393900 // Sobic.001G071800 // Sobic.001G098800 // Sobic.007G101800 // Sobic.009G204601 // Sobic.003G130800 // Sobic.004G055200 // Sobic.009G071800 // Sobic.002G026300 // Sobic.008G033600 // Sobic.004G146000 // Sobic.010G101600 // Sobic.005G034400 // Sobic.010G221800 // Sobic.006G267200 // Sobic.004G234100 
GO:0031323	P	regulation of cellular metabolic process	101	982	1048	15420	5.3e-05	0.002	// Sobic.010G045700 // Sobic.006G120301 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.010G016500 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.009G238200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.004G166400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0046034	P	ATP metabolic process	17	982	80	15420	5.7e-05	0.002	// Sobic.010G041400 // Sobic.003G393900 // Sobic.001G071800 // Sobic.001G098800 // Sobic.007G101800 // Sobic.009G204601 // Sobic.003G130800 // Sobic.004G055200 // Sobic.009G071800 // Sobic.002G026300 // Sobic.008G033600 // Sobic.004G146000 // Sobic.010G101600 // Sobic.005G034400 // Sobic.010G221800 // Sobic.006G267200 // Sobic.004G234100 
GO:0009123	P	nucleoside monophosphate metabolic process	18	982	89	15420	6.1e-05	0.0021	// Sobic.001G392500 // Sobic.010G041400 // Sobic.003G393900 // Sobic.001G071800 // Sobic.001G098800 // Sobic.007G101800 // Sobic.009G204601 // Sobic.003G130800 // Sobic.004G055200 // Sobic.009G071800 // Sobic.002G026300 // Sobic.008G033600 // Sobic.004G146000 // Sobic.010G101600 // Sobic.005G034400 // Sobic.010G221800 // Sobic.006G267200 // Sobic.004G234100 
GO:0010468	P	regulation of gene expression	100	982	1040	15420	6.3e-05	0.0021	// Sobic.010G045700 // Sobic.006G120301 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.004G300300 // Sobic.001G423400 // Sobic.008G107500 // Sobic.008G021800 // Sobic.004G233200 // Sobic.001G486000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.004G065900 // Sobic.010G016500 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.006G162800 // Sobic.001G075900 // Sobic.003G121400 // Sobic.009G151600 // Sobic.002G225300 // Sobic.003G334600 // Sobic.005G064600 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.001G389000 // Sobic.004G101400 // Sobic.009G238200 // Sobic.009G111200 // Sobic.007G156700 // Sobic.001G040200 // Sobic.009G184400 // Sobic.006G167800 // Sobic.002G420700 // Sobic.003G333300 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.003G194400 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.007G061100 // Sobic.003G254900 // Sobic.003G395400 // Sobic.003G363400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
